Best Epoch: 186, Val MSE: 46686660546.098694, Val RMSE: 216070.96182990138

SCENARIO,y,y_pred,Difference,Deviation
8048,845651086.62,845584192.0,66894.62000000477,0.007910427959996745
8058,846239915.55,846246144.0,-6228.450000047684,-0.0007360146792413596
8067,845193384.5,845178112.0,15272.5,0.0018069829083003192
8131,843771861.61,843645056.0,126805.6100000143,0.015028423649735922
8134,839506229.01,839839296.0,-333066.99000000954,-0.03967415350720907
8156,851278352.12,851300352.0,-21999.87999999523,-0.002584334482981664
8160,845926741.6,845746752.0,179989.60000002384,0.021277208905772206
8196,846305376.55,846421888.0,-116511.45000004768,-0.013767069574225275
8209,847510484.01,847585472.0,-74987.99000000954,-0.008848030958296055
8211,845301358.78,845240064.0,61294.77999997139,0.007251234055560545
8252,851619554.68,851765632.0,-146077.32000005245,-0.01715288466514155
8275,845438338.94,845410176.0,28162.94000005722,0.0033311642851881497
8278,848333790.41,848366592.0,-32801.59000003338,-0.003866590058163351
8322,844844505.91,844888384.0,-43878.09000003338,-0.005193629087138509
8327,843732837.23,843810112.0,-77274.76999998093,-0.009158677556473479
8337,845513772.35,845518656.0,-4883.649999976158,-0.0005775955590176446
8370,849119287.72,849038400.0,80887.72000002861,0.00952607262251963
8405,852172486.8,851696896.0,475590.7999999523,0.0558092178950587
8412,847197916.05,847029056.0,168860.04999995232,0.01993159411761189
